Timestamp_RealTime,Timestamp_RunTime,Wrist_qx,Wrist_qy,Wrist_qz,Wrist_qw,Thumb_qx,Thumb_qy,Thumb_qz,Thumb_qw,Pointer_qx,Pointer_qy,Pointer_qz,Pointer_qw,Middle_qx,Middle_qy,Middle_qz,Middle_qw,Ring_qx,Ring_qy,Ring_qz,Ring_qw,Pinky_qx,Pinky_qy,Pinky_qz,Pinky_qw,Thumb_J1,Pointer_J1,Middle_J1,Ring_J1,Pinky_J1,Pointer_J2,Middle_J2,Ring_J2,Pinky_J2
2026-04-29 19:15:09,9.549,-0.21716937056194643,0.003308725735284961,-0.8907438130062031,0.3992517707097954,-0.7557709079384938,0.31533055798573534,0.401693299474795,0.40990177734584476,-0.32462500285827767,0.3868419549138069,0.14320246093130187,0.8511550767168968,-0.3305152299579319,0.32710710270611704,0.24265102379816772,0.8513994989279512,-0.18318995741114144,0.1017100717901271,0.164782889145382,0.9638169433274413,-0.11308313120512847,-0.17404387741954755,0.17062346524856328,0.9632282010386665,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994
2026-04-29 19:15:09,9.556,-0.2171580802678135,0.0030178216742312476,-0.8907208751168951,0.3993113867118406,-0.7562873313617527,0.3150145336373323,0.4014224344594734,0.4094573788950472,-0.32514120379194594,0.3869730448886415,0.14356693763878858,0.8508369964589915,-0.330819384046674,0.32784534181421193,0.24255771395908998,0.8510239258614544,-0.18354990421807274,0.10187719090103117,0.1650921075031117,0.9636778853308985,-0.11334209844384052,-0.1740428124397487,0.17081791843694638,0.9631634891851321,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994
2026-04-29 19:15:09,9.587,-0.21668105696139509,0.0029692586770640613,-0.8907827170154541,0.39943291567366723,-0.7566988069183481,0.31453878516846795,0.40090457229794096,0.4095702530014821,-0.32574971409437165,0.3869632383545525,0.14339743696041107,0.8506372617060565,-0.33129687093243293,0.328525769143313,0.24221303378668846,0.8506738790999886,-0.18408773879112972,0.10192175345737509,0.16502642910228463,0.9635818275043856,-0.11397988850022202,-0.17420119575692267,0.1708073749472299,0.9630614565426091,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994
2026-04-29 19:15:09,9.638,-0.21601216367988593,0.0032141385599356695,-0.8908786861392045,0.39957925501524305,-0.7568623708470749,0.3141019959334386,0.40058643774013253,0.40991437355263105,-0.32635963487064956,0.38706569092714704,0.14290637997352496,0.850439478268177,-0.33189891436425567,0.3291996994187887,0.24174025157946524,0.8503130713523723,-0.18471518743446722,0.10195049281791828,0.16477379649847226,0.9635019421530572,-0.11488160806684802,-0.17457624388707144,0.17062768343633433,0.9629182441118286,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994
2026-04-29 19:15:09,9.689,-0.21548443913649615,0.003516862163517232,-0.8909878049891803,0.39961834233567817,-0.7569673986082861,0.3138751694116882,0.4004861949968096,0.4099921256414148,-0.326943736102238,0.3873199660889518,0.142450823193327,0.8501757466923572,-0.3325072973190797,0.3298441234607915,0.24129516447187735,0.849951995732955,-0.18542491056301502,0.10199867722434,0.16462055970841563,0.9633867051752742,-0.11556355932057503,-0.17494937436695537,0.1705338858415308,0.9627855285293598,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994
2026-04-29 19:15:09,9.74,-0.21508939766239984,0.003655986230006016,-0.8910830687113037,0.39961750391337714,-0.7571617932817845,0.31360824808824955,0.40050540214841523,0.4098186286337746,-0.32758979358219953,0.38750566616643684,0.1420841762994884,0.8499037431821169,-0.33303063713456854,0.3305393818383496,0.24077592543033405,0.8496241907554372,-0.18614344858399248,0.10202435956876885,0.1644257353998766,0.9632786845674781,-0.11617586967844784,-0.1753724828988256,0.17053718613384006,0.9626342647609785,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994
2026-04-29 19:15:10,9.791,-0.21489275892795248,0.0038115349090721133,-0.8911629403348239,0.3995437249360339,-0.7573582643711759,0.31327542517229107,0.40074361761372823,0.4094771303915059,-0.32839450122600294,0.38746030660878633,0.14199510879159602,0.8496287138782522,-0.33353610760100716,0.3310919934791273,0.24045219304126772,0.8493023605536676,-0.18660135917352055,0.10206366213000904,0.164332751148889,0.9632017901390361,-0.1167120628511485,-0.17580006606757886,0.170648765510476,0.9624716255482108,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994
2026-04-29 19:15:10,9.842,-0.21482602380303537,0.0038759177008336667,-0.8911760667946282,0.39954971496850067,-0.7576236875198741,0.313014293375296,0.4008005526665078,0.409129951523687,-0.32906339030477916,0.38742795428613425,0.14230217999264047,0.84933324141242,-0.3339490752140523,0.33159162061427055,0.240258695340428,0.8489998654978671,-0.18680788619423266,0.10222107707052489,0.1644211751907612,0.9631299716066745,-0.1171469297731344,-0.1759789420977059,0.17073850786119102,0.9623701838254523,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994
2026-04-29 19:15:10,9.893,-0.2147053045829156,0.0037369304145173456,-0.8911659302317317,0.3996385270832216,-0.758012633469189,0.3128090760074793,0.4003867829348601,0.40897158033233216,-0.3296227863793739,0.38746735115557684,0.1426425035228994,0.8490412161236334,-0.3342740976967259,0.33224157432554347,0.23996420248335487,0.8487010930977121,-0.18707842939518934,0.10243573717060163,0.16451067911926337,0.9630393644400334,-0.11779798119082621,-0.17605774205424887,0.17089759315526115,0.9622480552039917,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994
2026-04-29 19:15:10,9.944,-0.21472809438929602,0.003870803098752316,-0.8911564287286943,0.3996461959018651,-0.7581521186654153,0.31266704040980936,0.4003473249631045,0.4088602526529075,-0.3302761816841099,0.38754275732472765,0.1428331657991512,0.8487207678648522,-0.33443617458175484,0.33277457853931064,0.23990156942811944,0.8484460866755362,-0.1873003459900327,0.10251196540646901,0.16463552529713205,0.9629667809175219,-0.11839651104138837,-0.17638435354323595,0.1712625026886101,0.9620498849702105,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994
