Timestamp_RealTime,Timestamp_RunTime,Wrist_qx,Wrist_qy,Wrist_qz,Wrist_qw,Thumb_qx,Thumb_qy,Thumb_qz,Thumb_qw,Pointer_qx,Pointer_qy,Pointer_qz,Pointer_qw,Middle_qx,Middle_qy,Middle_qz,Middle_qw,Ring_qx,Ring_qy,Ring_qz,Ring_qw,Pinky_qx,Pinky_qy,Pinky_qz,Pinky_qw,Thumb_J1,Pointer_J1,Middle_J1,Ring_J1,Pinky_J1,Pointer_J2,Middle_J2,Ring_J2,Pinky_J2,Label
2026-04-29 19:15:17,16.932,-0.06315552656111642,0.111844465049988,-0.24453541757785222,0.9610955335722332,-0.4387043325176043,0.14370768820731625,0.36772987706797866,0.8072554406703999,0.7513869858276354,0.41046521217581605,-0.07360146482049634,0.5113890216836889,0.8766829018901422,0.08551473825637695,-0.05834732609982996,0.46979773159459065,0.7359907338566424,0.19585433972577593,-0.01889190862918543,0.647766789111705,0.6393010180198501,0.19243536350339074,-0.07630851792575544,0.7405672483468845,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994,no_position
2026-04-29 19:15:18,18.155,-0.3729872756808902,0.024041842354714262,0.02855122595465334,0.9270853841436748,-0.5747952883511671,0.08339517403563904,0.36998209813066585,0.7250992128665529,0.7944140713964163,0.04340348680595459,0.10400618303424947,0.5968292338609941,0.7675161231041578,-0.30059906973289846,-0.09042956753390596,0.5589111676881311,0.7008903763942536,-0.08920087839151579,0.150037005323296,0.6915813622457744,0.7412487024218055,-0.0275031057225182,0.16238759207558506,0.6507105426174521,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994,no_position
2026-04-29 19:15:19,19.481,-0.1990635431480247,-0.14009678514100699,0.21392084444046783,0.9460361879422933,-0.7356693631963174,-0.035361165807450884,0.4208725427178693,0.5295342092757165,0.6994080850476809,-0.20559353801618233,-0.17173048744322547,0.6626222659845025,0.6406015472695706,-0.5413777162077462,-0.18936005200601136,0.5105708537840735,0.811984882053505,-0.1982925811692765,0.030686612953483097,0.5481048579927242,0.9114592011193445,-0.054605605311707696,-0.009337300837582673,0.40764343166117223,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994,no_position
2026-04-29 19:15:21,20.909,-0.48137465284188896,0.3884553048175943,-0.665220045267808,0.4181664873400501,-0.537924790237335,-0.45042724654802513,0.6871960580229023,0.18845103728307738,-0.638865293591572,-0.11446507223074845,0.6029506727889496,0.46389586123042437,-0.4950319495780691,-0.3594824774549077,0.5049887704177181,0.6088530685245982,-0.48500510918621215,-0.32746048768081404,0.22692859539454238,0.778487691401331,-0.25815581200970317,-0.5416701698386603,0.08783585633811386,0.79513135152245,2.747,128.4748921875,120.54818697749769,128.4748921875,128.4748921875,42.824964062499994,40.18272899249923,42.824964062499994,42.824964062499994,no_position
2026-04-29 19:15:22,22.388,-0.24593421538383978,-0.021644851981298934,0.8161047296211773,0.5225140499318537,-0.8407496514781874,0.05960423090134772,0.15792374367162673,0.5144389666254918,0.257938388908917,-0.6867055292086752,0.017673529205868913,0.6794048498845993,0.12250442181092017,-0.6554972698442412,0.03448611407399075,0.7443968725079345,0.40598736760610443,-0.4856620878932115,0.26091924129440836,0.7288537186910846,0.6793909034934634,-0.40559157066875356,0.4209676869184786,0.44351965528406395,2.747,128.4748921875,128.4748921875922,128.4748921875,128.4748921875,42.824964062499994,42.82496406253073,42.824964062499994,42.824964062499994,no_position
2026-04-29 19:15:23,23.613,-0.6549413455556222,-0.26413926858468434,-0.43922380583348936,0.5553059778738965,-0.527944089312454,0.13772459934134487,0.7910788067137606,0.2765886745053787,0.06256726064712645,0.3309876881593218,0.5694500879075477,0.7498393731754477,-0.02271008004438331,0.3696524473032732,0.27210447183780173,0.8881444009129087,0.17796388666997615,-0.026748046597356412,0.20314531257098334,0.9624683781948262,0.29354875610338016,-0.12038211097202171,0.18579998096958072,0.9299546452487786,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994,no_position
2026-04-29 19:15:24,24.428,-0.8361001541560139,-0.325252807838204,0.10838213669436322,0.42825279410555955,-0.49512227388602037,-0.2919612616750237,0.7564176979838232,0.31216153151840925,0.5597303475748883,0.17790778860969478,0.032755767883704275,0.8086889491182947,0.3606825048545775,0.2765884749091599,-0.2579577234764693,0.8525636393478732,0.46651357876452443,-0.12108018360914606,-0.1580576337053394,0.8618134684448603,0.5446850281624381,-0.2173430302503993,-0.17862114652730715,0.79004728549026,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994,no_position
2026-04-29 19:15:25,25.244,0.25971770377364406,0.1319893671410647,0.335165509434514,0.8959852691834557,-0.7386774379644899,-0.36702921469043454,-0.10070225033037015,0.5563310659888946,0.8586452037369074,-0.2755849377344022,0.08994322683401847,0.4227192592492265,0.7382854687779198,-0.5001165245901017,0.16650037425315933,0.4208273444024801,0.7603404166780414,-0.2567561013836647,0.07223266177420634,0.592234073438144,0.7836029640930812,-0.18150893773958976,0.047633685844197395,0.5922431360160113,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994,no_position
2026-04-29 19:15:26,25.908,-0.024823209814329283,0.18415840440873715,-0.8039172622772954,0.5649659509675962,-0.560617913537487,0.1524771568082124,0.450482591784061,0.6778817789054915,0.004752642362700552,0.4322496014044683,-0.12012642679586356,0.893704277746005,0.1200232023607185,0.42475459182847275,-0.15132719663629604,0.8844648365955005,0.10583834565928477,0.08942728385522279,0.028025319933222072,0.9899573662198912,0.15008733196850244,-0.0004816216871881972,0.05327569430623857,0.9872361729694245,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994,no_position
2026-04-29 19:15:26,26.468,-0.42510379972930507,0.334410589829793,-0.5643364994509963,0.6236831184606432,-0.5395898568561488,-0.0934042202879765,0.6586553918830689,0.5160344104356966,0.0238908226973843,0.36300888403950876,0.4671901499292629,0.8058456071160937,0.30032113670030347,0.2722760069112877,0.3465298928621842,0.8459255429790528,0.13430304298942378,-0.0292606066518574,0.33814349124369203,0.93100241077651,0.24582413792574642,-0.09446221197054613,0.2739722648629267,0.9249792331769257,2.747,128.4748921875,128.4748921875,128.4748921875,128.4748921875,42.824964062499994,42.824964062499994,42.824964062499994,42.824964062499994,no_position
